,0,1,2,3,4,5,6,7,8
0,0.2832660628351512,0.21851318099237582,0.9099276630842514,0.7894921387043844,3.2372617842420697,0.10528290886851907,0.7142424769417342,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,13.131688995044644,42.14342024546586,0.0,0.0
2,0.015024886262404679,0.012645080930590111,0.014940614661563836,0.00865420704947722,0.015184735594096554,0.0,0.41820528396937984,0.0,0.013870933790040247
3,0.1124371928468353,0.14247839473766613,0.05714406739224147,0.014134684367352247,0.0016208663951032504,0.0,0.09257321441643752,1.0,0.1359351410534725
4,0.0,0.0,0.0,0.03737386377706173,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,780.6181058448382,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953304998231045,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8425451505593542
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08315693621419351
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0.7824618440748087,0.7824435475236846,0.9696878960049493,0.5721906453473266,3.8634753650810985,0.15873499249195966,0.5645793624033226,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,6.845081994294247,43.311752912153466,0.0,0.0
12,0.01509615224453353,0.011585063419042932,0.009997355752884698,0.011006374628662809,0.011042709448554617,0.0,0.21985435798105865,0.0,0.009849567364480404
13,0.02307879154068314,0.021341185734106993,0.03242129269928112,0.011038332210331174,0.0010496989598269718,0.0,0.028683570636444514,1.0,0.06238655010211239
14,0.0,0.0,0.0,0.008278652048460565,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,872.0280331389946,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907219354725278,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20449374803699866
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5484735600539693
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,0.894000628646765,0.3814565104381139,0.9357928393909931,0.28805151981378463,1.813506531627294,0.19437309773212813,0.6699859931918395,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,19.23798617793465,41.0092623460215,0.0,0.0
22,0.016351208620778712,0.012140158735430576,0.011988376764996875,0.009688357818638478,0.012398722218133738,0.0,0.18920797946742546,0.0,0.008558049695724466
